Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#2927 307,14-Oct-20,Wednesday,17,Visa,CVC,£12,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,40.9,Barclays,0
#3220 748,14-Oct-20,Wednesday,10,Visa,CVC,£22,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,54.2,Barlcays,0
#3083 227,13-Oct-20,Tuesday,14,Visa,Tap,£16,POS,Subscription,United Kingdom,China,United Kingdom,M,38.5,Lloyds,0
#3265 969,13-Oct-20,Tuesday,21,MasterCard,PIN,£11,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,20.9,RBS,0
#2578 938,14-Oct-20,Wednesday,15,MasterCard,PIN,£294,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,48.7,Barclays,0
#3056 806,14-Oct-20,Wednesday,9,Visa,PIN,£70,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,60.4,Barlcays,0
#3012 749,13-Oct-20,Tuesday,8,Visa,Tap,£7,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,39.3,Metro,0
#2631 102,14-Oct-20,Wednesday,21,MasterCard,PIN,£17,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,54.3,RBS,0
#3590 044,14-Oct-20,Wednesday,17,Visa,PIN,£8,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,66.9,Barlcays,0
#2714 357,13-Oct-20,Tuesday,11,MasterCard,PIN,£208,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,50.1,Barclays,0
#3253 267,13-Oct-20,Tuesday,9,Visa,PIN,£329,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,50.9,RBS,0
#3499 969,14-Oct-20,Wednesday,22,MasterCard,PIN,£30,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,32.8,Barclays,0
#3305 291,13-Oct-20,Tuesday,22,MasterCard,PIN,£94,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,57.4,Halifax,0
#2614 732,14-Oct-20,Wednesday,18,Visa,CVC,£250,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,60.4,Barclays,0
#3370 138,13-Oct-20,Tuesday,18,Visa,CVC,£289,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,36.6,Metro,0
#3123 409,13-Oct-20,Tuesday,9,Visa,Tap,£10,POS,Services,India,India,India,M,38.4,Barclays,0
#3624 741,14-Oct-20,Wednesday,17,Visa,CVC,£284,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,34.8,Barclays,0
#3355 645,14-Oct-20,Wednesday,17,MasterCard,PIN,£67,ATM,Services,Russia,Russia,United Kingdom,F,31.3,Metro,0
#2796 104,13-Oct-20,Tuesday,7,Visa,CVC,£20,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,35,Metro,0
#2653 738,13-Oct-20,Tuesday,18,MasterCard,PIN,£7,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,28.5,Monzo,0
#2876 822,14-Oct-20,Wednesday,19,MasterCard,CVC,£22,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,54.8,Barclays,0
#2563 772,14-Oct-20,Wednesday,7,MasterCard,Tap,£17,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,53.6,Metro,0
#2755 222,13-Oct-20,Tuesday,14,Visa,PIN,£262,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,39,Monzo,0
#2660 195,14-Oct-20,Wednesday,16,MasterCard,CVC,£20,Online,Fashion,USA,USA,United Kingdom,F,46.1,Barclays,1
#2617 993,14-Oct-20,Wednesday,13,MasterCard,PIN,£6,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,25,Lloyds,0
#3577 058,14-Oct-20,Wednesday,22,Visa,PIN,£250,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,52.7,Halifax,0
#3047 986,13-Oct-20,Tuesday,21,Visa,CVC,£40,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,51.6,Barclays,0
#3335 036,13-Oct-20,Tuesday,23,MasterCard,PIN,£226,ATM,Children,United Kingdom,Russia,United Kingdom,F,39.7,Lloyds,0
#2656 473,14-Oct-20,Wednesday,8,Visa,CVC,£37,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,55.1,RBS,0
#2797 084,14-Oct-20,Wednesday,19,MasterCard,CVC,£8,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,49.7,RBS,0
#2769 986,13-Oct-20,Tuesday,17,MasterCard,PIN,£5,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,42.1,Lloyds,0
#3421 442,13-Oct-20,Tuesday,22,MasterCard,PIN,£16,ATM,Restaurant,India,India,India,M,26.5,Barlcays,0
#2710 782,14-Oct-20,Wednesday,12,MasterCard,Tap,£11,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,37.6,Barclays,0
#3150 316,14-Oct-20,Wednesday,20,Visa,PIN,£5,ATM,Gaming,India,India,India,F,46.3,RBS,0
#3030 830,14-Oct-20,Wednesday,23,Visa,PIN,£307,POS,Entertainment,USA,USA,United Kingdom,F,36.1,Barclays,0
#3489 330,13-Oct-20,Tuesday,22,MasterCard,PIN,£13,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,40.5,RBS,0
#3084 979,13-Oct-20,Tuesday,10,Visa,CVC,£29,Online,Gaming,United Kingdom,China,United Kingdom,F,50.7,Barclays,0
#3229 060,14-Oct-20,Wednesday,21,Visa,PIN,£236,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,30.3,RBS,0
#2922 137,13-Oct-20,Tuesday,16,MasterCard,CVC,£12,Online,Fashion,United Kingdom,India,United Kingdom,F,36.1,Barlcays,1
#2588 401,14-Oct-20,Wednesday,18,MasterCard,PIN,£366,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,30.7,Halifax,0
#2679 677,13-Oct-20,Tuesday,15,Visa,CVC,£289,Online,Electronics,United Kingdom,USA,United Kingdom,F,37.1,HSBC,0
#3316 897,13-Oct-20,Tuesday,9,MasterCard,PIN,£6,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,48.1,Barclays,0
#2719 459,13-Oct-20,Tuesday,16,Visa,PIN,£98,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,44.8,Barlcays,0
#2555 376,14-Oct-20,Wednesday,8,Visa,CVC,£19,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,52.2,Lloyds,0
#3014 716,14-Oct-20,Wednesday,18,MasterCard,Tap,£14,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,52.3,Barclays,0
#2741 419,13-Oct-20,Tuesday,19,MasterCard,PIN,£149,ATM,Food,United Kingdom,China,United Kingdom,M,30.5,Metro,0
#3060 165,14-Oct-20,Wednesday,19,MasterCard,PIN,£335,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,30.5,HSBC,0
#2848 561,13-Oct-20,Tuesday,16,Visa,Tap,£27,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,40.7,Barlcays,0
#3581 624,14-Oct-20,Wednesday,16,MasterCard,CVC,£25,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,69.9,Barclays,0
#2984 878,14-Oct-20,Wednesday,8,Visa,PIN,£301,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,48.1,Lloyds,0
#3481 871,13-Oct-20,Tuesday,20,MasterCard,CVC,£94,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,45.5,Halifax,0
#2677 519,13-Oct-20,Tuesday,17,Visa,CVC,£184,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,58.5,Monzo,0
#3613 574,14-Oct-20,Wednesday,9,MasterCard,PIN,£292,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,50.6,Barclays,0
#2660 259,14-Oct-20,Wednesday,17,Visa,CVC,£12,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,44,Barlcays,0
#3067 789,13-Oct-20,Tuesday,17,Visa,PIN,£243,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,57.4,Lloyds,0
#3166 363,13-Oct-20,Tuesday,5,Visa,CVC,£17,Online,Gaming,Russia,Russia,United Kingdom,M,39.2,Barclays,1
#2659 628,14-Oct-20,Wednesday,13,MasterCard,PIN,£278,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,39.8,Halifax,0
#2670 006,14-Oct-20,Wednesday,17,MasterCard,CVC,£23,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,56.2,Monzo,0
#3081 996,13-Oct-20,Tuesday,15,MasterCard,CVC,£29,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,41.2,Lloyds,0
#2771 452,13-Oct-20,Tuesday,18,Visa,Tap,£27,POS,Gaming,China,China,United Kingdom,F,37.6,Barclays,1
#3228 098,14-Oct-20,Wednesday,22,Visa,PIN,£117,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,53.8,Barclays,0
#2822 554,13-Oct-20,Tuesday,17,MasterCard,PIN,£30,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,46.2,Lloyds,0
#3409 088,14-Oct-20,Wednesday,10,MasterCard,PIN,£246,ATM,Food,China,China,United Kingdom,F,33.5,HSBC,0
#2799 816,13-Oct-20,Tuesday,7,MasterCard,PIN,£229,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,56.3,Barclays,0
#3039 762,14-Oct-20,Wednesday,18,Visa,CVC,£26,Online,Services,China,China,China,F,44,Barlcays,0
#3355 840,13-Oct-20,Tuesday,22,Visa,CVC,£32,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,40.9,Barclays,0
#3456 434,13-Oct-20,Tuesday,16,Visa,PIN,£163,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,52,HSBC,0
#2617 708,13-Oct-20,Tuesday,18,MasterCard,CVC,£22,Online,Services,Russia,Russia,Russia,M,56.4,Halifax,0
#2823 127,13-Oct-20,Tuesday,18,Visa,Tap,£14,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,34.9,Lloyds,0
#2863 161,13-Oct-20,Tuesday,12,MasterCard,PIN,£107,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,45,Barclays,0
#3198 015,13-Oct-20,Tuesday,17,Visa,CVC,£9,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,40.8,Barclays,0
#3261 427,13-Oct-20,Tuesday,16,Visa,PIN,£337,POS,Services,United Kingdom,Russia,United Kingdom,F,44.3,Metro,0
#2712 595,14-Oct-20,Wednesday,22,Visa,CVC,£17,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,36.6,HSBC,0
#3016 522,14-Oct-20,Wednesday,12,Visa,PIN,£154,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,45.1,Barclays,0
#2775 105,13-Oct-20,Tuesday,14,Visa,PIN,£57,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,69.7,RBS,0
#2850 612,14-Oct-20,Wednesday,14,Visa,CVC,£20,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,49.2,Halifax,0
#3631 678,13-Oct-20,Tuesday,12,MasterCard,PIN,£132,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,38.9,Lloyds,0
#3386 398,13-Oct-20,Tuesday,13,MasterCard,CVC,£245,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,19.5,HSBC,0
#3506 192,14-Oct-20,Wednesday,21,MasterCard,PIN,£18,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,49.4,Barclays,0
#3665 276,14-Oct-20,Wednesday,11,Visa,CVC,£11,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,34.6,RBS,0
#2648 096,13-Oct-20,Tuesday,8,Visa,Tap,£30,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,41.6,Lloyds,0
#3055 432,13-Oct-20,Tuesday,21,Visa,CVC,£102,Online,Fashion,United Kingdom,USA,United Kingdom,M,35.1,Halifax,0
#3084 261,13-Oct-20,Tuesday,16,Visa,PIN,£256,POS,Fashion,USA,USA,United Kingdom,M,31.3,Barclays,0
#3531 371,13-Oct-20,Tuesday,16,Visa,PIN,£9,ATM,Electronics,USA,USA,USA,M,58.3,HSBC,0
#2691 641,13-Oct-20,Tuesday,16,Visa,PIN,£10,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,39.9,HSBC,0
#3136 496,14-Oct-20,Wednesday,19,Visa,CVC,£11,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,33.7,Barclays,0
#2631 109,13-Oct-20,Tuesday,11,MasterCard,PIN,£217,ATM,Gaming,USA,USA,USA,M,46.7,Monzo,0
#2608 029,13-Oct-20,Tuesday,21,Visa,CVC,£209,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,28.9,Lloyds,0
#3361 410,13-Oct-20,Tuesday,23,Visa,CVC,£8,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,39,HSBC,0
#2975 959,13-Oct-20,Tuesday,18,MasterCard,PIN,£27,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,27.4,HSBC,0
#3113 072,13-Oct-20,Tuesday,21,Visa,PIN,£284,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,76.3,Lloyds,0
#2681 716,13-Oct-20,Tuesday,14,Visa,Tap,£19,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,51.3,Metro,0
#2745 604,14-Oct-20,Wednesday,19,MasterCard,CVC,£119,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,42.9,Lloyds,0
#3669 993,14-Oct-20,Wednesday,19,MasterCard,PIN,£177,ATM,Fashion,Russia,Russia,Russia,F,47.1,Barclays,0
#3009 789,13-Oct-20,Tuesday,11,Visa,CVC,£12,Online,Subscription,India,India,India,F,54.8,Monzo,0
#3198 736,13-Oct-20,Tuesday,11,MasterCard,CVC,£28,Online,Restaurant,United Kingdom,Russia,United Kingdom,M,43.1,Barlcays,0
#3527 930,13-Oct-20,Tuesday,23,Visa,CVC,£256,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,63.5,Barclays,0
#3414 313,13-Oct-20,Tuesday,9,MasterCard,PIN,£118,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,63.5,Monzo,0
#3650 046,13-Oct-20,Tuesday,10,Visa,PIN,£325,ATM,Restaurant,India,India,United Kingdom,M,43.9,RBS,0
#3592 339,14-Oct-20,Wednesday,14,MasterCard,Tap,£26,POS,Entertainment,China,China,China,M,35.7,Barclays,0
#3175 846,13-Oct-20,Tuesday,14,Visa,PIN,£129,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,33.4,Barclays,0
#2647 807,14-Oct-20,Wednesday,8,MasterCard,CVC,£271,Online,Entertainment,United Kingdom,USA,United Kingdom,F,48.5,Metro,0
#3485 078,13-Oct-20,Tuesday,10,MasterCard,PIN,£19,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,42.7,Lloyds,0
#3252 369,14-Oct-20,Wednesday,7,Visa,PIN,£65,ATM,Products,Russia,Russia,United Kingdom,F,63.3,Monzo,0
#3403 410,13-Oct-20,Tuesday,4,MasterCard,Tap,£29,POS,Gaming,India,India,United Kingdom,M,39.2,Barclays,1
#3163 228,13-Oct-20,Tuesday,20,Visa,CVC,£70,Online,Entertainment,United Kingdom,China,United Kingdom,M,49.5,Barclays,0
#2873 641,14-Oct-20,Wednesday,6,Visa,CVC,£153,Online,Children,China,China,United Kingdom,M,57.2,Metro,1
#3618 013,14-Oct-20,Wednesday,20,Visa,CVC,£206,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,42,Lloyds,0
#3556 300,13-Oct-20,Tuesday,22,Visa,Tap,£24,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,47.8,Barclays,0
#2571 707,14-Oct-20,Wednesday,17,Visa,CVC,£104,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,35.4,Halifax,0
#2877 354,14-Oct-20,Wednesday,23,Visa,PIN,£273,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,37.3,HSBC,0
#2765 309,14-Oct-20,Wednesday,8,MasterCard,Tap,£19,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,59.4,RBS,0
#2980 387,13-Oct-20,Tuesday,13,Visa,PIN,£264,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,58.1,RBS,0
#2787 370,13-Oct-20,Tuesday,23,Visa,Tap,£23,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,53.6,Monzo,0
#3664 968,14-Oct-20,Wednesday,18,Visa,PIN,£22,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,45.1,HSBC,0
#2929 995,13-Oct-20,Tuesday,15,Visa,PIN,£13,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,42.8,Monzo,0
#2606 647,13-Oct-20,Tuesday,11,MasterCard,PIN,£228,ATM,Subscription,USA,USA,USA,M,51.7,HSBC,0
#3426 928,14-Oct-20,Wednesday,11,Visa,CVC,£25,Online,Restaurant,India,India,India,F,60.7,Lloyds,0
#2776 006,14-Oct-20,Wednesday,19,MasterCard,PIN,£56,ATM,Services,Russia,Russia,United Kingdom,F,47.2,Halifax,0
#3239 761,13-Oct-20,Tuesday,19,Visa,CVC,£11,Online,Children,Russia,Russia,Russia,M,57.3,Barclays,0
#2698 579,13-Oct-20,Tuesday,8,MasterCard,PIN,£332,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,52.5,Halifax,0
#3139 317,14-Oct-20,Wednesday,10,MasterCard,CVC,£20,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,33.3,Barlcays,0
#3271 977,14-Oct-20,Wednesday,23,Visa,CVC,£272,Online,Gaming,China,China,China,F,35.5,RBS,0
#2560 237,13-Oct-20,Tuesday,15,Visa,Tap,£11,POS,Restaurant,India,India,India,F,60.9,Metro,0
#2712 284,13-Oct-20,Tuesday,19,MasterCard,CVC,£20,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,35.9,Halifax,0
#3214 176,13-Oct-20,Tuesday,16,Visa,PIN,£18,ATM,Products,Russia,Russia,Russia,M,41.8,Lloyds,0
#2708 290,13-Oct-20,Tuesday,12,Visa,CVC,£14,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,37.5,Barlcays,0
#3608 816,13-Oct-20,Tuesday,12,Visa,PIN,£315,POS,Entertainment,United Kingdom,India,United Kingdom,F,57.3,Barlcays,0
#3595 461,14-Oct-20,Wednesday,11,Visa,Tap,£21,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,33.6,Barclays,0
#2938 961,13-Oct-20,Tuesday,17,Visa,PIN,£372,POS,Products,China,China,United Kingdom,F,42.6,Barlcays,0
#3265 330,13-Oct-20,Tuesday,12,Visa,CVC,£204,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,42.4,Lloyds,0
#3441 125,13-Oct-20,Tuesday,18,Visa,PIN,£235,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,39,HSBC,0
#2819 399,14-Oct-20,Wednesday,7,Visa,PIN,£91,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,45.1,Barclays,0
#3384 274,14-Oct-20,Wednesday,9,Visa,CVC,£169,Online,Entertainment,India,India,India,M,31.7,Halifax,0
#3387 804,14-Oct-20,Wednesday,23,MasterCard,PIN,£37,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,69.5,Lloyds,0
#3206 000,14-Oct-20,Wednesday,14,MasterCard,PIN,£30,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,53.6,Lloyds,0
#2785 408,14-Oct-20,Wednesday,19,Visa,PIN,£216,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,57,Barclays,0
#3510 370,13-Oct-20,Tuesday,12,MasterCard,CVC,£25,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,45,Barlcays,0
#2943 887,13-Oct-20,Tuesday,21,MasterCard,PIN,£23,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,48.9,Monzo,0
#3596 411,14-Oct-20,Wednesday,7,MasterCard,Tap,£11,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,61.9,Barclays,0
#2562 144,14-Oct-20,Wednesday,22,Visa,PIN,£62,POS,Fashion,United Kingdom,USA,United Kingdom,F,33.9,Barlcays,0
#2569 805,13-Oct-20,Tuesday,20,Visa,CVC,£147,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,43.5,Halifax,0
#2592 511,13-Oct-20,Tuesday,14,MasterCard,CVC,£13,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,46.7,Barclays,0
#2756 665,13-Oct-20,Tuesday,10,MasterCard,PIN,£344,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,36.8,Lloyds,0
#2896 356,14-Oct-20,Wednesday,14,MasterCard,Tap,£18,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,59.9,Barclays,0
#3135 046,14-Oct-20,Wednesday,23,MasterCard,CVC,£238,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,50.4,Barclays,0
#3045 612,13-Oct-20,Tuesday,14,Visa,CVC,£199,Online,Fashion,United Kingdom,Russia,United Kingdom,M,43.2,Monzo,0
#2811 379,14-Oct-20,Wednesday,12,MasterCard,PIN,£160,POS,Fashion,Russia,Russia,United Kingdom,M,42.9,Metro,1
#2948 963,14-Oct-20,Wednesday,10,Visa,Tap,£15,POS,Electronics,India,India,India,F,29.9,HSBC,0
#3085 645,14-Oct-20,Wednesday,15,MasterCard,CVC,£27,Online,Electronics,Russia,Russia,Russia,M,33.6,Barclays,0
#3147 188,13-Oct-20,Tuesday,17,MasterCard,PIN,£114,POS,Children,USA,USA,United Kingdom,F,49.1,Barclays,0
#3122 876,13-Oct-20,Tuesday,14,Visa,CVC,£66,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,34.4,Barclays,0
#3659 678,13-Oct-20,Tuesday,9,Visa,Tap,£6,POS,Children,United Kingdom,China,United Kingdom,F,50.9,Barclays,1
#3287 862,13-Oct-20,Tuesday,7,MasterCard,PIN,£369,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,49,Lloyds,0
#2759 204,14-Oct-20,Wednesday,21,MasterCard,PIN,£28,ATM,Subscription,USA,USA,USA,M,57.6,Lloyds,0
#3676 634,13-Oct-20,Tuesday,3,MasterCard,CVC,£28,Online,Gaming,China,China,United Kingdom,F,37.8,Metro,1
#3034 162,13-Oct-20,Tuesday,16,MasterCard,CVC,£34,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,41.5,RBS,0
#2986 168,13-Oct-20,Tuesday,10,Visa,PIN,£86,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,56.7,RBS,0
#2814 503,13-Oct-20,Tuesday,16,MasterCard,Tap,£9,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,24.1,Halifax,0
#2674 350,13-Oct-20,Tuesday,19,MasterCard,Tap,£12,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,45.4,Barclays,0
#2604 782,14-Oct-20,Wednesday,11,Visa,PIN,£124,POS,Fashion,United Kingdom,India,United Kingdom,F,34.7,Halifax,0
#3305 105,13-Oct-20,Tuesday,14,Visa,PIN,£91,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,50.7,Monzo,0
#3076 381,14-Oct-20,Wednesday,16,Visa,PIN,£15,ATM,Electronics,United Kingdom,USA,United Kingdom,M,42.4,Monzo,0
#3401 059,13-Oct-20,Tuesday,20,Visa,CVC,£40,Online,Food,United Kingdom,USA,United Kingdom,M,52.2,Monzo,0
#3291 693,13-Oct-20,Tuesday,13,MasterCard,PIN,£47,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,45.6,Barclays,0
#2675 394,14-Oct-20,Wednesday,1,Visa,CVC,£28,Online,Restaurant,USA,USA,United Kingdom,M,64.9,Lloyds,1
#2881 067,14-Oct-20,Wednesday,10,MasterCard,PIN,£14,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49.7,Monzo,0
#3600 303,14-Oct-20,Wednesday,9,Visa,CVC,£324,Online,Products,Russia,Russia,United Kingdom,F,40.4,RBS,0
#2635 468,13-Oct-20,Tuesday,14,Visa,PIN,£30,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,50.7,Lloyds,0
#3038 961,14-Oct-20,Wednesday,18,MasterCard,PIN,£203,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,51.7,RBS,0
#2732 297,14-Oct-20,Wednesday,11,MasterCard,CVC,£241,Online,Fashion,USA,USA,USA,M,46.9,Monzo,0
#2841 638,13-Oct-20,Tuesday,20,MasterCard,PIN,£381,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,34.5,HSBC,0
#2587 181,13-Oct-20,Tuesday,3,Visa,CVC,£29,Online,Products,China,China,United Kingdom,M,48.8,Halifax,1
#2809 177,13-Oct-20,Tuesday,19,MasterCard,PIN,£30,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,55.8,Halifax,0
#3640 049,13-Oct-20,Tuesday,21,Visa,CVC,£209,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,51.3,Lloyds,0
#3175 995,13-Oct-20,Tuesday,6,Visa,CVC,£11,Online,Electronics,United Kingdom,India,United Kingdom,M,23,Halifax,1
#3660 970,13-Oct-20,Tuesday,9,MasterCard,CVC,£5,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,47.3,HSBC,0
#3664 551,13-Oct-20,Tuesday,22,MasterCard,PIN,£19,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,56.9,RBS,0
#3596 161,13-Oct-20,Tuesday,11,Visa,CVC,£22,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,54.4,Barlcays,0
#3548 428,13-Oct-20,Tuesday,21,MasterCard,PIN,£7,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,36.6,Lloyds,0
#3650 604,14-Oct-20,Wednesday,23,MasterCard,Tap,£12,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,44,Metro,0
#3434 019,14-Oct-20,Wednesday,19,Visa,CVC,£8,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,38.5,Lloyds,0
#2930 871,13-Oct-20,Tuesday,10,MasterCard,CVC,£12,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,43.6,Barclays,0
#3246 911,14-Oct-20,Wednesday,18,MasterCard,PIN,£103,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,50.1,Barclays,0
#3656 313,13-Oct-20,Tuesday,23,Visa,PIN,£335,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,59.4,RBS,0
#2889 016,13-Oct-20,Tuesday,7,MasterCard,PIN,£17,POS,Subscription,United Kingdom,Russia,United Kingdom,F,50.6,Halifax,0
#3562 961,13-Oct-20,Tuesday,12,MasterCard,PIN,£383,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,22.6,RBS,0
#3685 653,14-Oct-20,Wednesday,10,MasterCard,PIN,£20,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,43.6,Metro,0
#3575 620,13-Oct-20,Tuesday,14,Visa,PIN,£5,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,28.1,Monzo,0
#3625 916,13-Oct-20,Tuesday,17,Visa,PIN,£30,ATM,Entertainment,USA,USA,United Kingdom,M,41.2,Barclays,0
#3558 511,14-Oct-20,Wednesday,14,MasterCard,Tap,£17,POS,Restaurant,United Kingdom,China,United Kingdom,M,71.2,Barclays,0
